ciudad,codigo_divipola,anio_mes,ipc_indice_base2018,var_mensual,var_anual,fuente_url
Pereira,66001,2024-10,146.14,0.14,6.0,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2024-11,146.72,0.4,5.82,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2024-12,147.38,0.45,5.99,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-01,148.6,0.83,6.0,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-02,150.58,1.33,6.27,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-03,151.35,0.51,6.1,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-04,152.47,0.74,6.19,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-05,153.24,0.51,6.14,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-06,153.49,0.16,5.63,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-07,154.23,0.48,5.99,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-08,154.58,0.23,5.98,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-09,154.83,0.16,6.1,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-10,154.95,0.08,6.03,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-11,154.97,0.01,5.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2025-12,155.88,0.59,5.77,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2026-01,157.78,1.22,6.18,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2026-02,159.91,1.35,6.2,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2026-03,161.15,0.77,6.47,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2026-04,162.76,1.0,6.75,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2026-05,163.49,0.45,6.69,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2026-06,164.19,0.43,6.97,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2026-07,164.55,0.22,6.7,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Pereira,66001,2026-08,165.16,0.37,6.85,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2023-09,141.48,0.51,10.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2023-10,142.03,0.39,10.43,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2023-11,142.19,0.11,9.87,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2023-12,141.9,-0.2,8.02,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-01,143.04,0.8,6.76,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-02,144.32,0.9,6.35,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-03,145.38,0.73,5.61,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-04,145.89,0.35,5.49,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-05,146.75,0.59,5.8,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-06,147.32,0.39,6.24,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-07,147.64,0.22,5.82,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-08,147.95,0.21,5.11,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-09,148.66,0.48,5.08,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-10,148.51,-0.1,4.57,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-11,148.57,0.04,4.49,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2024-12,148.59,0.01,4.71,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-01,149.93,0.9,4.82,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-02,152.1,1.45,5.39,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-03,153.09,0.65,5.3,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-04,153.79,0.46,5.42,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-05,154.56,0.5,5.33,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-06,154.55,-0.01,4.91,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-07,154.98,0.28,4.97,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-08,155.57,0.38,5.15,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-09,156.19,0.4,5.06,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-10,156.07,-0.08,5.08,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-11,156.14,0.05,5.09,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2025-12,156.39,0.16,5.25,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2026-01,158.24,1.18,5.54,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2026-02,159.79,0.98,5.06,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2026-03,161.13,0.84,5.25,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2026-04,162.21,0.67,5.47,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2026-05,162.96,0.46,5.43,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2026-06,164.03,0.66,6.14,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2026-07,164.59,0.34,6.2,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Popayán,19001,2026-08,165.04,0.27,6.09,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2023-09,140.19,0.42,9.92,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2023-10,140.92,0.52,9.87,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2023-11,142.99,1.47,10.46,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2023-12,143.48,0.34,9.39,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-01,145.43,1.36,9.1,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-02,147.54,1.45,9.41,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-03,148.0,0.31,8.93,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-04,149.08,0.73,8.68,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-05,149.11,0.02,8.28,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-06,148.74,-0.25,7.97,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-07,149.18,0.3,7.91,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-08,149.18,0.0,6.86,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-09,149.15,-0.02,6.39,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-10,147.87,-0.86,4.93,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-11,148.18,0.21,3.63,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2024-12,149.29,0.75,4.05,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-01,150.01,0.48,3.15,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-02,151.39,0.92,2.61,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-03,152.39,0.66,2.97,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-04,153.42,0.68,2.91,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-05,153.78,0.23,3.13,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-06,154.19,0.27,3.67,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-07,154.53,0.22,3.59,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-08,154.48,-0.03,3.55,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-09,154.65,0.11,3.69,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-10,154.69,0.02,4.61,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-11,154.9,0.14,4.54,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2025-12,155.37,0.3,4.07,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2026-01,156.8,0.92,4.53,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2026-02,157.72,0.59,4.18,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2026-03,158.02,0.19,3.7,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2026-04,158.73,0.45,3.46,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2026-05,158.83,0.06,3.28,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2026-06,159.37,0.34,3.36,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2026-07,160.1,0.46,3.6,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Riohacha,44001,2026-08,161.24,0.71,4.37,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2023-09,141.88,0.4,10.03,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2023-10,142.52,0.45,9.76,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2023-11,145.6,2.16,11.57,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2023-12,145.87,0.19,10.51,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-01,147.04,0.8,9.28,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-02,148.17,0.77,8.74,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-03,148.48,0.21,7.75,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-04,149.58,0.74,7.74,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-05,149.75,0.11,7.7,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-06,150.1,0.24,7.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-07,149.58,-0.35,6.58,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-08,148.77,-0.54,5.28,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-09,148.34,-0.29,4.55,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-10,145.28,-2.06,1.94,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-11,145.24,-0.03,-0.24,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2024-12,146.56,0.91,0.47,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-01,148.56,1.36,1.03,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-02,149.51,0.64,0.9,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-03,150.91,0.94,1.64,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-04,151.35,0.29,1.18,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-05,151.82,0.31,1.38,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-06,152.21,0.26,1.4,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-07,152.46,0.16,1.92,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-08,151.92,-0.35,2.12,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-09,152.27,0.23,2.65,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-10,151.21,-0.7,4.08,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-11,151.48,0.18,4.3,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2025-12,151.93,0.3,3.66,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2026-01,153.8,1.23,3.53,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2026-02,155.62,1.18,4.09,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2026-03,156.35,0.47,3.6,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2026-04,157.35,0.64,3.96,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2026-05,158.36,0.64,4.31,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2026-06,159.07,0.45,4.5,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2026-07,160.04,0.61,4.97,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Santa Marta,47001,2026-08,161.16,0.7,6.08,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2023-09,137.48,0.61,12.38,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2023-10,137.83,0.25,10.28,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2023-11,138.71,0.64,10.21,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2023-12,139.33,0.45,9.2,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-01,141.03,1.22,9.29,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-02,142.08,0.74,9.01,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-03,142.79,0.5,8.6,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-04,144.01,0.86,8.71,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-05,145.08,0.74,8.49,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-06,145.54,0.32,8.08,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-07,145.78,0.16,7.5,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-08,146.05,0.19,6.88,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-09,145.69,-0.25,5.97,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-10,145.57,-0.08,5.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-11,146.18,0.42,5.39,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2024-12,146.92,0.5,5.44,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-01,147.65,0.5,4.69,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-02,148.74,0.74,4.69,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-03,149.58,0.56,4.75,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-04,150.44,0.58,4.46,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-05,150.83,0.26,3.97,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-06,150.97,0.09,3.73,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-07,151.35,0.25,3.82,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-08,151.74,0.26,3.89,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-09,152.06,0.21,4.37,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-10,152.3,0.16,4.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-11,152.55,0.16,4.35,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2025-12,152.99,0.29,4.13,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2026-01,154.0,0.66,4.3,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2026-02,155.06,0.69,4.25,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2026-03,156.01,0.61,4.3,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2026-04,157.16,0.74,4.47,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2026-05,157.88,0.46,4.67,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2026-06,158.33,0.28,4.87,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2026-07,159.04,0.45,5.08,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Sincelejo,70001,2026-08,159.96,0.58,5.42,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2023-09,135.95,0.82,10.94,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2023-10,136.1,0.11,10.21,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2023-11,136.2,0.07,9.75,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2023-12,136.73,0.39,8.16,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
